Date,Product_ID,Region,Units_Sold,Unit_Price,Revenue,Promotion_Spend,Fuel_Cost_Index,Customer_Sentiment,Is_Holiday_Season
2023-05-28,Product_B,North,566,28.37,16057.42,5684.5,97.53,44.8,0
2023-05-28,Product_B,South,570,28.43,16205.1,3639.52,97.53,44.8,0
2023-05-28,Product_B,East,610,28.49,17378.9,3027.21,97.53,44.8,0
2023-05-28,Product_B,West,491,27.53,13517.23,2292.39,97.53,44.8,0
2023-05-28,Product_C,North,778,18.97,14758.66,3224.75,97.53,44.8,0
2023-05-28,Product_C,South,734,18.92,13887.28,2781.33,97.53,44.8,0
2023-05-28,Product_C,East,832,18.74,15591.68,3479.4,97.53,44.8,0
2023-05-28,Product_C,West,664,18.57,12330.48,2693.61,97.53,44.8,0
2023-05-28,Product_D,North,497,35.55,17668.35,3660.31,97.53,44.8,0
2023-05-28,Product_D,South,446,34.4,15342.4,3924.94,97.53,44.8,0
2023-05-28,Product_D,East,545,35.05,19102.25,2061.8,97.53,44.8,0
2023-05-28,Product_D,West,435,34.16,14859.6,3643.26,97.53,44.8,0
2023-05-28,Product_E,North,379,40.78,15455.62,3722.41,97.53,44.8,0
2023-05-28,Product_E,South,395,41.43,16364.85,4107.17,97.53,44.8,0
2023-05-28,Product_E,East,445,41.06,18271.7,4627.81,97.53,44.8,0
2023-05-28,Product_E,West,398,41.98,16708.04,3316.25,97.53,44.8,0
2023-05-28,Product_F,North,866,15.94,13804.04,4319.45,97.53,44.8,0
2023-05-28,Product_F,South,760,15.57,11833.2,2656.72,97.53,44.8,0
2023-05-28,Product_F,East,966,15.9,15359.4,4456.28,97.53,44.8,0
2023-05-28,Product_F,West,718,16.12,11574.16,3128.75,97.53,44.8,0
2023-05-28,Product_G,North,722,21.74,15696.28,3982.87,97.53,44.8,0
2023-05-28,Product_G,South,748,21.5,16082.0,3669.09,97.53,44.8,0
2023-05-28,Product_G,East,778,21.64,16835.92,3611.37,97.53,44.8,0
2023-05-28,Product_G,West,639,21.93,14013.27,2276.16,97.53,44.8,0
2023-05-28,Product_H,North,349,47.44,16556.56,1829.15,97.53,44.8,0
2023-05-28,Product_H,South,327,48.32,15800.64,4128.71,97.53,44.8,0
2023-05-28,Product_H,East,320,47.17,15094.4,3363.99,97.53,44.8,0
2023-05-28,Product_H,West,299,47.01,14055.99,1318.64,97.53,44.8,0
2023-05-28,Product_I,North,843,13.96,11768.28,3663.77,97.53,44.8,0
2023-05-28,Product_I,South,919,13.82,12700.58,3815.58,97.53,44.8,0
2023-05-28,Product_I,East,1013,13.96,14141.48,3663.75,97.53,44.8,0
2023-05-28,Product_I,West,916,14.36,13153.76,4900.58,97.53,44.8,0
2023-05-28,Product_J,North,563,31.81,17909.03,3796.81,97.53,44.8,0
2023-05-28,Product_J,South,502,31.08,15602.16,2274.81,97.53,44.8,0
2023-05-28,Product_J,East,587,30.2,17727.4,2319.78,97.53,44.8,0
2023-05-28,Product_J,West,453,30.64,13879.92,1925.32,97.53,44.8,0
2023-05-28,Product_K,North,604,26.39,15939.56,3492.35,97.53,44.8,0
2023-05-28,Product_K,South,615,27.32,16801.8,2332.02,97.53,44.8,0
2023-05-28,Product_K,East,667,26.32,17555.44,4492.35,97.53,44.8,0
2023-05-28,Product_K,West,524,26.89,14090.36,3126.28,97.53,44.8,0
2023-05-28,Product_L,North,680,21.58,14674.4,3200.1,97.53,44.8,0
2023-05-28,Product_L,South,772,21.09,16281.48,4113.92,97.53,44.8,0
2023-05-28,Product_L,East,851,20.71,17624.21,6876.85,97.53,44.8,0
2023-05-28,Product_L,West,610,21.32,13005.2,2421.21,97.53,44.8,0
2023-06-28,Product_A,North,635,24.19,15360.65,3992.22,92.95,50.91,0
2023-06-28,Product_A,South,590,23.41,13811.9,3213.37,92.95,50.91,0
2023-06-28,Product_A,East,659,24.52,16158.68,3032.08,92.95,50.91,0
2023-06-28,Product_A,West,557,24.28,13523.96,4161.7,92.95,50.91,0
2023-06-28,Product_B,North,588,28.08,16511.04,2984.16,92.95,50.91,0
2023-06-28,Product_B,South,553,27.69,15312.57,5606.73,92.95,50.91,0
2023-06-28,Product_B,East,559,28.02,15663.18,2440.12,92.95,50.91,0
2023-06-28,Product_B,West,588,28.26,16616.88,5637.12,92.95,50.91,0
2023-06-28,Product_C,North,669,18.84,12603.96,2603.72,92.95,50.91,0
2023-06-28,Product_C,South,730,19.14,13972.2,3254.24,92.95,50.91,0
2023-06-28,Product_C,East,762,19.49,14851.38,3538.09,92.95,50.91,0
2023-06-28,Product_C,West,653,19.23,12557.19,2893.98,92.95,50.91,0
2023-06-28,Product_D,North,490,34.45,16880.5,5249.75,92.95,50.91,0
2023-06-28,Product_D,South,428,35.11,15027.08,5172.88,92.95,50.91,0
2023-06-28,Product_D,East,526,35.87,18867.62,3123.14,92.95,50.91,0
2023-06-28,Product_D,West,423,34.2,14466.6,3371.63,92.95,50.91,0
2023-06-28,Product_E,North,401,42.02,16850.02,4021.73,92.95,50.91,0
2023-06-28,Product_E,South,343,42.84,14694.12,2580.52,92.95,50.91,0
2023-06-28,Product_E,East,405,41.71,16892.55,4167.55,92.95,50.91,0
2023-06-28,Product_E,West,380,42.02,15967.6,3416.71,92.95,50.91,0
2023-06-28,Product_F,North,792,16.28,12893.76,4805.38,92.95,50.91,0
2023-06-28,Product_F,South,746,16.42,12249.32,2263.73,92.95,50.91,0
2023-06-28,Product_F,East,779,15.81,12315.99,1833.76,92.95,50.91,0
2023-06-28,Product_F,West,757,16.48,12475.36,3418.93,92.95,50.91,0
2023-06-28,Product_G,North,665,21.8,14497.0,2990.59,92.95,50.91,0
2023-06-28,Product_G,South,647,22.06,14272.82,3533.21,92.95,50.91,0
2023-06-28,Product_G,East,640,22.26,14246.4,2737.91,92.95,50.91,0
2023-06-28,Product_G,West,625,21.65,13531.25,3719.62,92.95,50.91,0
2023-06-28,Product_H,North,325,48.59,15791.75,3542.97,92.95,50.91,0
2023-06-28,Product_H,South,314,47.67,14968.38,3234.57,92.95,50.91,0
2023-06-28,Product_H,East,347,47.99,16652.53,2638.73,92.95,50.91,0
2023-06-28,Product_H,West,252,48.01,12098.52,2070.69,92.95,50.91,0
2023-06-28,Product_I,North,919,13.95,12820.05,1966.98,92.95,50.91,0
2023-06-28,Product_I,South,835,13.96,11656.6,2524.67,92.95,50.91,0
2023-06-28,Product_I,East,940,13.71,12887.4,3340.73,92.95,50.91,0
2023-06-28,Product_I,West,793,14.39,11411.27,2589.32,92.95,50.91,0
2023-06-28,Product_J,North,520,31.65,16458.0,2769.76,92.95,50.91,0
2023-06-28,Product_J,South,538,31.67,17038.46,4674.0,92.95,50.91,0
2023-06-28,Product_J,East,549,31.48,17282.52,2927.44,92.95,50.91,0
2023-06-28,Product_J,West,512,30.14,15431.68,4037.6,92.95,50.91,0
2023-06-28,Product_K,North,659,27.81,18326.79,4655.47,92.95,50.91,0
2023-06-28,Product_K,South,606,26.89,16295.34,4029.78,92.95,50.91,0
2023-06-28,Product_K,East,677,26.91,18218.07,4539.28,92.95,50.91,0
2023-06-28,Product_K,West,577,27.65,15954.05,4239.65,92.95,50.91,0
2023-06-28,Product_L,North,692,20.84,14421.28,5038.55,92.95,50.91,0
2023-06-28,Product_L,South,632,21.04,13297.28,3957.4,92.95,50.91,0
2023-06-28,Product_L,East,663,20.47,13571.61,2038.82,92.95,50.91,0
2023-06-28,Product_L,West,686,21.15,14508.9,2857.55,92.95,50.91,0
2023-07-28,Product_A,North,546,23.65,12912.9,4122.73,90.96,57.48,0
2023-07-28,Product_A,South,499,24.44,12195.56,4283.51,90.96,57.48,0
2023-07-28,Product_A,East,561,23.92,13419.12,4601.58,90.96,57.48,0
2023-07-28,Product_A,West,499,24.13,12040.87,2712.37,90.96,57.48,0
2023-07-28,Product_B,North,482,28.58,13775.56,2892.28,90.96,57.48,0
2023-07-28,Product_B,South,457,27.81,12709.17,2775.28,90.96,57.48,0
2023-07-28,Product_B,East,534,28.13,15021.42,2841.38,90.96,57.48,0
2023-07-28,Product_B,West,520,27.66,14383.2,3569.75,90.96,57.48,0
2023-07-28,Product_C,North,651,19.08,12421.08,4806.17,90.96,57.48,0
2023-07-28,Product_C,South,661,19.28,12744.08,3317.83,90.96,57.48,0
2023-07-28,Product_C,East,707,19.46,13758.22,4671.15,90.96,57.48,0
2023-07-28,Product_C,West,591,19.34,11429.94,3872.77,90.96,57.48,0
2023-07-28,Product_D,North,432,35.25,15228.0,2843.91,90.96,57.48,0
2023-07-28,Product_D,South,419,35.46,14857.74,2977.31,90.96,57.48,0
2023-07-28,Product_D,East,446,35.85,15989.1,2571.92,90.96,57.48,0
2023-07-28,Product_D,West,393,34.6,13597.8,2054.07,90.96,57.48,0
2023-07-28,Product_E,North,358,40.97,14667.26,2396.18,90.96,57.48,0
2023-07-28,Product_E,South,324,42.62,13808.88,3930.44,90.96,57.48,0
2023-07-28,Product_E,East,367,43.19,15850.73,3715.83,90.96,57.48,0
2023-07-28,Product_E,West,326,43.04,14031.04,3927.84,90.96,57.48,0
2023-07-28,Product_F,North,795,15.98,12704.1,3835.98,90.96,57.48,0
2023-07-28,Product_F,South,748,16.24,12147.52,2893.13,90.96,57.48,0
2023-07-28,Product_F,East,839,15.66,13138.74,3264.48,90.96,57.48,0
2023-07-28,Product_F,West,753,16.35,12311.55,3877.83,90.96,57.48,0
2023-07-28,Product_G,North,663,22.4,14851.2,3094.1,90.96,57.48,0
2023-07-28,Product_G,South,545,22.38,12197.1,1016.44,90.96,57.48,0
2023-07-28,Product_G,East,642,22.23,14271.66,4611.96,90.96,57.48,0
2023-07-28,Product_G,West,584,22.11,12912.24,3597.49,90.96,57.48,0
2023-07-28,Product_H,North,266,47.23,12563.18,4439.04,90.96,57.48,0
2023-07-28,Product_H,South,238,49.11,11688.18,1580.67,90.96,57.48,0
2023-07-28,Product_H,East,269,46.74,12573.06,1647.41,90.96,57.48,0
2023-07-28,Product_H,West,275,49.18,13524.5,2747.49,90.96,57.48,0
2023-07-28,Product_I,North,745,14.37,10705.65,3203.05,90.96,57.48,0
2023-07-28,Product_I,South,758,13.99,10604.42,4372.87,90.96,57.48,0
2023-07-28,Product_I,East,801,13.96,11181.96,5040.54,90.96,57.48,0
2023-07-28,Product_I,West,785,14.2,11147.0,4578.26,90.96,57.48,0
2023-07-28,Product_J,North,500,30.36,15180.0,4384.56,90.96,57.48,0
2023-07-28,Product_J,South,441,30.25,13340.25,3187.64,90.96,57.48,0
2023-07-28,Product_J,East,523,30.13,15757.99,2580.33,90.96,57.48,0
2023-07-28,Product_J,West,422,30.89,13035.58,3561.65,90.96,57.48,0
2023-07-28,Product_K,North,518,27.3,14141.4,5185.37,90.96,57.48,0
2023-07-28,Product_K,South,524,27.77,14551.48,2958.88,90.96,57.48,0
2023-07-28,Product_K,East,526,26.39,13881.14,2927.74,90.96,57.48,0
2023-07-28,Product_K,West,545,26.93,14676.85,4203.59,90.96,57.48,0
2023-07-28,Product_L,North,648,20.4,13219.2,2828.11,90.96,57.48,0
2023-07-28,Product_L,South,641,20.68,13255.88,2399.4,90.96,57.48,0
2023-07-28,Product_L,East,621,21.33,13245.93,4315.87,90.96,57.48,0
2023-07-28,Product_L,West,567,20.64,11702.88,4325.4,90.96,57.48,0
2023-08-28,Product_A,North,475,24.52,11647.0,4660.45,94.55,58.97,0
2023-08-28,Product_A,South,474,23.47,11124.78,5046.67,94.55,58.97,0
2023-08-28,Product_A,East,554,23.32,12919.28,3497.71,94.55,58.97,0
2023-08-28,Product_A,West,434,24.42,10598.28,4057.36,94.55,58.97,0
2023-08-28,Product_B,North,437,27.25,11908.25,3560.31,94.55,58.97,0
2023-08-28,Product_B,South,477,28.04,13375.08,4293.82,94.55,58.97,0
2023-08-28,Product_B,East,512,28.02,14346.24,3472.13,94.55,58.97,0
2023-08-28,Product_B,West,389,28.01,10895.89,2476.8,94.55,58.97,0
2023-08-28,Product_C,North,643,19.42,12487.06,3752.39,94.55,58.97,0
2023-08-28,Product_C,South,584,18.95,11066.8,3409.88,94.55,58.97,0
